i,org_name,country,Address,website,phoneNo,language
4000,I.E.S. POETA PACO MOLLÁ,Spain,"Av. Reina Sofia, 21, 03610 Petrer, Alicante, Spain",iespacomolla.es,+34966957300,Spain
4001,Lake Michigan College,United States,"2755 E Napier Ave, Benton Harbor, MI 49022, United States",lakemichigancollege.edu,+1 269-927-1000,English
4077,Assumption College,United States,"500 Salisbury St, Worcester, MA 01609, United States",assumption.edu,+1 508-767-7000,English
4078,IIS G. Romani,Italy,"Via Trento, 15, 26041 Casalmaggiore CR, Italy",poloromani.edu.it,+39 0375 43295
4079,Marodijeh University,Somalia,"H2MM+9GH, Somalia",,
4080,Instituto Tecnológico Superior Zacatecas Sur,Mexico,"Tecnológico 100, Hacienda Real, 99700 Tlaltenango de Sánchez Román, Zac., Mexico",itszas.edu.mx,+52 437 954 0675
4081,GIATMARA Johor Bahru,Malaysia,"Level 4, Jalan Segget, Bangunan Mara, 80000 Johor Bahru, Johor, Malaysia",giatmara.edu.my,
4082,National Information Technology Center,Kyrgyzstan,"62 Moskovskaya Street, Bishkek 720021, Kyrgyzstan", ,
4083,Phoenix College,United States,"1202 W Thomas Rd, Phoenix, AZ 85013, United States",phoenixcollege.edu,
4084,Aurora High School,United States,"1201 W New York St, Aurora, IL 60506, United States",sd129.org,+1 630-301-5600
4085,Fundación Egresados Universidad Distrital,Colombia,"Cra 20 #32A 45, Teusaquillo, Bogotá, Cundinamarca, Colombia",egresadosudistrital.edu.co,+57 317 6419505
4086,Escola Secundária de Pinheiro e Rosa,Portugal,,,
4087,HKU School of Professional and Continuing Education,Hong Kong,,,
4088,Turtle Mountain Community College,United States,"10145 BIA Rd 7, Belcourt, ND 58316, United States",tm.edu,+1 701-477-7862
4089,CCNA SMK Telkom SPJ,Indonesia,,,
4090,Boys & Girls Clubs of the Midlands,United States,,,
4091,SSOST,Slovakia,"10, Doktor Janského 906, 965 01 Žiar nad Hronom, Slovakia",ssost.edupage.org,+421 45/673 22 68
4092,GLOBAL POLYTECHNIC,Nigeria,"GLOBAL ICT CENTRE (UPSTAIRS) 165, Sapele Road, Dumez Rd, beside Bendel Insurance Company, Junction, Benin City, Nigeria", ,
4093,GALACTUS Digital,France,,,
4094,Hochschule Luzern - Informatik,Switzerland,"Campus Zug, Suurstoffi 1, 6343 Rotkreuz ZG, Switzerland",hslu.ch,+41417576811,Germany
4095,Indian Prairie School District,United States,,,
4096,Benton Harbor High School,United States,"870 Colfax Ave, Benton Harbor, MI 49022, United States",bhas.org,+1 269-605-1200
4097,Enaip Piemonte,Italy,"Via del Ridotto, 5, 10147 Torino TO, Italy",enaip.piemonte.it,+39 011 217 9700,English
4098,Kushchevskaya Education Development Center,Russia,,,
4099,MPT Training Centers,Myanmar (Burma),"Telecommunication & Postal Training Center, Lower Pazundaung Road, Yangon, Myanmar (Burma)", ,
4100,Mauritius Institute of Training and Development,Mauritius,,,
4101,The Hashemite University Academy,Jordan,"453J+5C5, طريق دمشق الدولي, Zarqa, Jordan", ,
4102,MSD of Decatur Township,United States,,,
4103,Mira Costa Community College,United States,,,
4104,Liceul Tehnologic Marmatia,Romania,"Strada General Mociulski, Sighetu Marmației 435500, Romania",ltmarmatia.ro,+40 262 311 325
4105,"Akademickie Liceum Ogólnokształcące ""Lingwista""",Poland,"Gdyńskich Kosynierów 11, 80-866 Gdańsk, Poland",akademickieliceum.eu,+48 58 300 06 05
4106,ISC-MATADI Academie NTIC,Democratic Republic of the Congo,"5FF9+G95, Matadi, Congo - Kinshasa", ,
4107,CEPAs CAM,Spain,,,
4108,IES MANACOR,Spain,"Ses Tapereres, 32, 07500 Manacor, Balearic Islands, Spain",iesmanacor.cat,+34 971 55 14 89,Canada
4109,Telecom Egypt,Egypt,"253Q+W8J, Al Haram, Al Omraneyah Al Gharbeyah, El Omraniya, Giza Governorate 3546220, Egypt", ,
4110,SZB,Hungary,"Lapangan Terbang Sultan Abdul Aziz Shah, 47200 Subang, Selangor, Malaysia",subangskypark.com,,English
4111,Arab Open University - Oman,Oman,"Muscat, Oman", ,
4112,Sveučilište Sjever (University North),Croatia,"Trg dr. Žarka Dolinara 1, 48000, Koprivnica, Croatia",unin.hr,+38548499923,Croatia
4113,Zespół Szkół nr 2 w Nowej Dębie,Poland,"Kościuszki 101, 39-460 Nowa Dęba, Poland",zs2nd.pl,+48 15 846 22 86
4114,BBS Montabaur,Germany,"Von-Bodelschwingh-Straße 33, 56410 Montabaur, Germany",bbs-montabaur.de,+49 2602 15750,English
4115,Tohoku Computer College,Japan,"1 Chome-3-1 Kakyoin, Aoba Ward, Sendai, Miyagi 980-0013, Japan", ,
4116,Balajee Polytechnic College,India,"Marupalli Village, Gajapathinagaram Mandal, Vizianagaram, Andhra Pradesh 535270",balajeepolytechnic.com,09703442222
4117,Mekif Ironi Goldwater Eilat,Israel,,,
4118,University of North Alabama,United States,"1 Harrison Plaza, Florence, AL 35632, United States", ,
4119,Centro de Estudios Tecnológicos Industrial y de Servicios 156,Mexico,"Del Parque s/n, Mesa De Otay, 22510 Tijuana, B.C., Mexico",cetis156.edu.mx,+52 664 623 1376
4120,IIS L. Galvani,Italy,"Via Francesco Gatti, 14, 20162 Milano MI, Italy",iisgalvanimi.edu.it,+39026435651
4121,Moscow ORT Technlogy School (School #1540),Russia,,,
4122,GIATMARA Labis,Malaysia,"No. 10 & 11, Taman Sri Kencana, 85300 Labis, Johor, Malaysia",giatmara.edu.my,+60 7-926 3164
4123,TranZed Apprenticeship Services,United States,"6802 McClean Blvd, Baltimore, MD 21234, United States", ,
4124,Rudolf-Diesel-Fachschule fuer Techniker Nuernberg,Germany,"Äußere Bayreuther Str. 8, 90491 Nürnberg, Germany",rdfnuernberg.de,+49 911 2318825
4125,Universidad EAN,Colombia,"Cl. 71 #9 - 84, Localidad de Chapinero, Bogotá, Cundinamarca, Colombia",universidadean.edu.co,Send to your phone
4126,Paul Smith's College,United States,,,
4127,HKU School of Professional and Continuing Education,Hong Kong,,,
4128,Žilinská univerzita,Slovakia,"Univerzitná 8215, 010 26 Žilina, Slovakia",uniza.sk,+421 41/513 11 11,Slovakia
4129,Jurusan Teknik Informatika Fakultas Teknik Universitas Negeri Gorontalo,Indonesia,"Jl. Jend. Sudirman No.6, Dulalowo Tim., Kec. Kota Tengah, Kota Gorontalo, Gorontalo 96128, Indonesia",,+62435821125
4130,Cypress Heights Academy,United States,,,
4131,"University of the South Pacific, Marshall Islands Campus",Marshall Islands,"Laucala Campus, Suva, Fiji",usp.ac.fj,+679 323 1000,English
4132,East Side Union High School District Adult Education,United States,,,
4133,CIF,Democratic Republic of the Congo,"M7H9+HQW, Kinshasa, Congo - Kinshasa",unicef.org,+243 817 524 616,English
4134,Technological Institute of the Philippines-Manila,Philippines,,,
4135,"Wright College, One of the City Colleges of Chicago",United States,,,
4136,RSUST ITC Academy,Nigeria,,,
4137,aSTEAM Village,United States,"1600 The Paseo, Kansas City, MO 64108, United States",asteamvillage.org,,English
4138,American University of Nigeria Business Center,Nigeria,"640103, Wuro Hausa, Nigeria",,+2348076090649
4139,河北科技大学,China,"China, Hebei, Shijiazhuang, Yuhua District, Shijiazhuang, 裕翔街26号 邮政编码: 051432",,+8631181668026
4140,Social welfare corporation Probono,Japan,"J674+VJW, North Block, Central Secretariat, New Delhi, Delhi 110001",dopt.gov.in,011 2309 2338
4141,M.B. ITI GONDAL,India,"Satodiya Society, Gondal, Gujarat 360311",,
4142,Universidad Cristobal Colon,Mexico,"Carretera Veracruz El Tejar Kilómetro 1.5, Granjas Boticaria, 91930 Veracruz, Mexico",ucc.mx,+52 229 923 2950
4143,Uczelnia Techniczno-Handlowa im. Heleny Chodkowskiej,Poland,"Jagiellońska 82f, 03-301 Warszawa, Poland",uth.edu.pl,+48222628800
4144,Pontiac High School,United States,"1051 Arlene Ave, Pontiac, MI 48340, United States", ,
4145,Winston-Salem/Forsyth County Schools Career Center,United States,"910 Highland Ct, Winston-Salem, NC 27101, United States",wsfcs.k12.nc.us,+1 336-727-8181,English
4146,Zespol Szkol im. Bohaterow Narwiku,Poland,"Gładka 16, 02-172 Warszawa, Poland",narwik.edu.pl,+48 22 846 00 48
4147,ISP-LUBUMBASHI Academie NTIC,Democratic Republic of the Congo,,,
4148,Granbury High School,United States,"2000 W Pearl St, Granbury, TX 76048, United States",granburyisd.org,,English
4149,XIV Liceum Ogólnokształcące,Poland,,,
4150,IFPRO,Morocco,,,
4151,"Imo State Polytechnic, Umuagwo",Nigeria,,,
4152,Clark College,United States,"1933 Fort Vancouver Way, Vancouver, WA 98663, United States",clark.edu,+1 360-699-6398,English
4153,AMA Computer College - Biñan,Philippines,"AMA Computer University, Kilometer 32, National Highway, Canlalay, Biñan, Laguna, Philippines",finduniversity.ph,+63497036163,English
4154,BBZ Dithmarschen,Germany,,,
4155,Chapel Hill Academy,United States,,,
4156,ISISS Caso-Piedimonte Matese,Italy,,,
4157,Chaitanya Institute of Science & Technology 2nd Shift Polytechnic,India,,,
4158,rRhema University,Nigeria,"153 Aba-Owerri Rd, Abayi 453115, Aba, Nigeria",rhemauniversity.edu.ng,+234 807 684 6648
4159,Institución Educativa Piloto Pampa Yurac,Peru,,,
4160,Yellow River Conservancy Technical Institute ITE Departement,China,,,
4161,Southwest Virginia Higher Education Center,United States,"1 Partnership Cir, Abingdon, VA 24210, United States", ,
4162,Centro de Bachillerato Tecnológico Industrial y de Servicios 99,Mexico,"Paseo Tlahuica 127, Paraiso, 62730 Yautepec de Zaragoza, Mor., Mexico",cetis99.edu.mx,"VWGG+CG Yautepec de Zaragoza, Morelos, Mexico"
4163,Manhattan College,United States,"4513 Manhattan College Pkwy, The Bronx, NY 10471, United States",manhattan.edu,+1 718-862-8000
4164,Lisbon Public School,United States,"502 Ash St, Lisbon, ND 58054, United States",lisbonpublicschools.com,
4165,VETA Kipawa Centre for ICT,Tanzania,"Karakata, Kipawa Dar es Salaam TZ, 40040, Tanzania",,+255222843361
4166,IIS E. Balducci,Italy,"Via Aretina, 78a, 50065 Pontassieve FI, Italy",istitutobalducci.edu.it,+390558316806
4167,GIATMARA Bukit Gelugor,Malaysia,"363R, Jalan Sultan Azlan Shah, Taman Tun Sardon, 11700 Gelugor, Pulau Pinang, Malaysia",giatmara.edu.my,+60 4-658 5815
4168,POLICIA NACIONAL DE COLOMBIA - ESCUELA DE TECNOLOGIAS DE LA INFORMACION Y LAS COMUNICACIONES,Colombia,"Kilómetro 20, Via Sibate - Pasca, Bogota, Colombia",policia.gov.co,+57 320 3026838,Spain
4169,Klara-Oppenheimer-Schule,Germany,"Stettiner Str. 1, 97072 Würzburg, Germany",klara-oppenheimer-schule.de,+49 931 7908100,Germany
4170,Bismarck State College,United States,"1500 Edwards Ave, Bismarck, ND 58506, United States",bismarckstate.edu,,English
4171,University of Technology,Russia,,,
4172,SOS elektrotechnicka,Slovakia,"Zvolenská cesta 4220, 975 32 Banská Bystrica, Slovakia",sosebb.edupage.org,
4173,Boys & Girls Clubs of Council Bluffs,United States,"815 N 16th St, Council Bluffs, IA 51501, United States", ,
4174,Lycée John.F. KENNEDY,Senegal,"Dakar, Senegal",,
4175,SRI VIDYA COLLEGE OF ENGG & TECH,India,,,
4176,Colegiul Tehnic George Baritiu,Romania,,,
4177,"I.I.S. ""Giuseppe Peano""",Italy,"Via Andrea del Sarto, 6/a, 50135 Firenze FI, Italy",peano.edu.it,+39 055 661628,Italy
4178,Staatliche Technikakademie Weilburg,Germany,"Frankfurter Str. 40, 35781 Weilburg, Germany",fachschule-weilburg-hadamar.de,+49 6471 92610
4179,CENEC SEVILLA,Spain,"C. Candelilla, 5, PRIMER 0000, 41006 Sevilla, Spain",,
4180,POETA Quezaltepeque,El Salvador,,,
4181,College of Computer Technology Tripoli,Libya,"V36V+27J, Tripoli, Libya", ,
4182,"INDUSTRIAL TRAINING INSTITUTE, JAMKANDORANA",India,"VGR3+V8C, Jamkandorana, Gujarat 360405",,
4183,"KAOHSIUNG-PINGTUNG-PENGHU-TAITUNG REGIONAL BRANCH, WORKFORCE DEVELOPMENT AGENCY, MINISTRY OF LABOR",Taiwan,,,
4184,The Lawn Academy,United States,"4900 E McNichols Rd, Hamtramck, MI 48212, United States",lawnacademy.com,+1 313-333-0814
4185,Henderson County High School CTE,United States,,,
4186,"Federal Government Girls College, Ikot Obio Itong",Nigeria,"MQ9J+RVP, 524106, Mkpat Enin, Nigeria", ,
4187,UNIVERSIDAD LA SALLE A.C.,Mexico,"Av. Benjamín Franklin 45, Colonia Condesa, Cuauhtémoc, 06140 Ciudad de México, CDMX, Mexico",lasalle.mx,+525552789500
4188,Middle East College,Oman,"Rusayl, Oman", ,
4189,警察大学校,Japan,"Japan, 〒183-0003 Tokyo, Fuchu, Asahicho, 3 Chome−１２−1",npa.go.jp,+81 42-354-3550
4190,ISTEC - Instituto Superior de Tecnologias Avançadas,Portugal,"Alameda das Linhas de Torres 179, 1750-142 Lisboa, Portugal", ,
4191,ГБОУ СОШ №2056,Russia,"Plot G 50 E, Nyaya Marg, Chanakyapuri, New Delhi, Delhi 110021",newdelhischool.ru,011 2410 7140
4192,TeachNW - Cisco Academy Support Center at Clark College,United States,"H8XJ+89V, E Block, Sector 11, Noida, Uttar Pradesh 201301",cisco.com,1800 553 6387,English
4193,BBZ Dithmarschen Meldorf,Germany,"Friedrichshöferstraße 31, 25704 Meldorf, Germany",bbz-dithmarschen.de,+49 4832 9030,Germany
4194,Institut Superieur des Techniques Appliquees ISTA,Democratic Republic of the Congo,"M8GJ+VWV, Ave De L'aerodrome, Kinshasa, Congo - Kinshasa",ista.ac.cd,+243 850 610 598,France
4195,Akwa Ibom State Polytechnic CA,Nigeria,"3W9P+9R4, Ikpa Rd, 520101, Uyo, Nigeria",uyocitypoly.edu.ng,+234 802 357 2612,English
4196,RAJIV GANDHI RECS POLYTECHNIC,India,Anakapalle Bypass Kasimkota Andhra Pradesh 531031 Republic of,rajivgandhirecspoly.com,
4197,Manual Career Technical Center,United States,"1215 E Truman Rd, Kansas City, MO 64106, United States",manual.kcpublicschools.org,
4198,河南大学,China,,,
4199,Centro de Bachillerato Tecnológico Industrial y de Servicios 269,Mexico,,,
4200,INFN,Italy,,,
4201,South Mountain CC,United States,"7050 S 24th St, Phoenix, AZ 85042, United States", ,
4202,Polo Bianciardi,Italy,"Piazza Stefano De Maria, 31, 58100 Grosseto GR, Italy",polobianciardigrosseto.edu.it,+39 0564 484851
4203,ISEP,Portugal,"R. Dr. António Bernardino de Almeida 431, 4249-015 Porto, Portugal",isep.ipp.pt,+351 22 834 0500,Portugal
4204,Universitas Bunda Mulia,Indonesia,"Jl. Lodan Raya No.12, RT.12/RW.2, Ancol, Kec. Pademangan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14430, Indonesia",ubm.ac.id,"VRC9+39 Ancol, North Jakarta City, Jakarta, Indonesia"
4205,中國文化大學 (ITC),Taiwan,,,
4206,GIATMARA Kluang,Malaysia,"LOT 1, Jalan Dato Kapten Ahmad, Kampung Masjid Lama, 86000 Kluang, Johor, Malaysia",trainingmalaysia.com,+60 7-773 9506
4207,SBSK GmbH & Co.KG,Germany,"Zackmünder Str. 4, 39218 Schönebeck (Elbe), Germany",sbsk.de,+49392848040,Germany
4208,POLICIA NACIONAL DE COLOMBIA - ESCUELA DE TECNOLOGIAS DE LA INFORMACION Y LAS COMUNICACIONES,Colombia,"Kilómetro 20, Via Sibate - Pasca, Bogota, Colombia",policia.gov.co,+57 320 3026838,Spain
4209,Canyons Technical Education Center,United States,"825 E 9085 S, Sandy, UT 84094, United States",ctec.canyonsdistrict.org,+1 801-826-6600
4210,Faculty of Information and Communication Technologies,Macedonia (FYROM),"28FG+28V, Studentska, Bitola, North Macedonia",fikt.uklo.edu.mk,+38947259921
4211,National University of Science and Technology MISIS,Russia,"Institutskiy Pereulok, 9, Dolgoprudny, Moscow Oblast, Russia, 141701", ,
4212,Súkromná stredná odborná škola Poprad,Slovakia,,,
4213,Forte Chance Piemonte,Italy,"Via Bologna, 78, 10152 Torino TO, Italy",fortechance.it,+39 011 437 9979,Italy
4214,Monday Regression 0408 ITC,United States,,,
4215,GROUPE IPG ISTI,Senegal,,,
4216,Frederick County Career & Technology Center,United States,"7922 Opossumtown Pike, Frederick, MD 21702, United States", ,
4217,Missouri River Educational Cooperative (MREC),United States,"128 Soo Line #102, Bismarck, ND 58501, United States",,
4218,"I.T.I.S. ""A. Monaco""",Italy,"133 87100, Viale Giacomo Mancini, 127-133, 87100 Cosenza CS, Italy",itimonaco.edu.it,+390984411881
4219,لمركز القطاعي للتكوين في الميكاترونيك ببرج السدرية,Tunisia,"Ecole Primaire Rue d'Irak، la Jeunesse,, Borj Cédria, Tunisia",,+21671411120
4220,"Department of Information Engineering,Shijiazhuang Vocational College of Finance & Economics",China,"China, Hebei, Shijiazhuang, Yuhua District, Shijiazhuang, 湘江道39号",,+8631185388811
4221,San Ysidro High School,United States,"5353 Airway Rd, San Diego, CA 92154, United States",syh.sweetwaterschools.org,+1 619-710-2300
4222,Forsyth Technical Community College,United States,"2100 Silas Creek Pkwy, Winston-Salem, NC 27103, United States",forsythtech.edu,
4223,INSTITUT SUPERIEUR INFORMATIQUE,Senegal,"KM1 Av. Cheikh Anta Diop, Dakar 28110, Senegal",groupeisi.com,+221 33 822 19 81
4224,Col·legi Cultural,Spain,,,
4225,CECI377-CCP Pococí,Costa Rica,,,
4226,Lanier Technical College,United States,"2535 Lanier Tech Dr, Gainesville, GA 30507, United States",laniertech.edu,+1 770-533-7000
4227,Advanced IT Architect Human Resource Development Council,Japan,"2 Chome-32-1 Ogawa Nishimachi, Kodaira, Tokyo 187-0035, Japan", ,
4228,Ort Hermelin Engineering College,Israel,,,
4229,Instituto Tecnologico de Veracruz,Mexico,"Av. Miguel Angel de Quevedo 2779, Formando Hogar, 91897 Veracruz, Ver., Mexico",itver.edu.mx,+52 229 934 1500
4230,CCI ILE DE LA REUNION (CCFEST),Reunion,,,
4231,Colegiul Tehnic Henri Coanda Tg-Jiu,Romania,"Strada Islaz 2, Târgu Jiu 210107, Romania",cthcgorj.ro,+40 253 215 550,Romania
4232,Birchmount Park Collegiate Institute,Canada,"3663 Danforth Ave, Scarborough, ON M1N 2G2, Canada",schoolweb.tdsb.on.ca,+1 416-396-6704
4233,EPSI Montpellier,France,"437 Av. des Apothicaires, 34090 Montpellier, France",epsi.fr,+33467042001
4234,University of Technology and Applied Sciences - Muscat Oman,Oman,"133 Al Khuwayral Al Janubyyah St, Muscat, Oman", ,
4235,ACADÉMIE DES TECHNOLOGIES INNOVANTES DE NGAOUNDERE,Cameroon,"CG8V+R3R, Ngaoundere, Cameroon",auf.org,Send to your phone,France
4236,Technische Hochschule Ostwestfalen Lippe,Germany,,,
4237,SMK Negeri 5 Bandung,Indonesia,"Jl. Bojong Koneng No.37A, Sukapada, Kec. Cibeunying Kidul, Kota Bandung, Jawa Barat 40191, Indonesia",smkn5bandung.sch.id,+62 22 7100428,English
